"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",171017,2017-10-17,001602,CBT ,00,001 ,  608080,   95549,  119298,   87384,    7927,   29203,   93746,  171438,   62178,   49757,   23263,  144628,  562445,  557936,   45635,   50145,  507648,   89110,   88426,   60720,    9311,   22351,   90838,  161804,   50241,   41917,   23081,  112559,  467735,  467772,   39912,   39876,  100433,    6439,   30873,   28939,     890,    4579,   13754,   20481,    1090,   15623,    7966,   24286,   94710,   90164,    5722,   10269,   24228,    2903,   -4528,    -454,    -315,    4342,   -4643,    5320,    6691,    2515,    1649,   11275,   22630,   24434,    1598,    -206,  100.0,   15.7,   19.6,   14.4,    1.3,    4.8,   15.4,   28.2,   10.2,    8.2,    3.8,   23.8,   92.5,   91.8,    7.5,    8.2,  100.0,   17.6,   17.4,   12.0,    1.8,    4.4,   17.9,   31.9,    9.9,    8.3,    4.5,   22.2,   92.1,   92.1,    7.9,    7.9,  100.0,    6.4,   30.7,   28.8,    0.9,    4.6,   13.7,   20.4,    1.1,   15.6,    7.9,   24.2,   94.3,   89.8,    5.7,   10.2,    437,     89,     89,     21,      4,     17,     52,     76,     60,     89,     71,    100,    346,    334,    428,     89,     86,     21,      4,     16,     50,     77,     54,     95,     62,     93,    334,    321,    190,     26,     61,     20,.,     13,     13,     16,      8,     23,     45,     41,    114,    159,    11.3,     8.7,    19.4,    15.5,     8.4,     7.1,    14.3,    12.8,    11.2,     9.5,    19.6,    17.2,     9.5,     8.0,    15.2,    14.4,    26.2,    20.2,    45.1,    33.9,    25.8,    17.8,    36.7,    25.3,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",171010,2017-10-10,001602,CBT ,00,001 ,  583852,   92646,  123827,   87838,    8242,   24861,   98389,  166118,   55487,   47242,   21614,  133353,  539815,  533502,   44037,   50350,  492092,   85812,   94826,   63335,    8210,   19660,   92987,  156177,   45550,   40461,   21971,  105572,  453377,  451967,   38714,   40125,   91761,    6834,   29000,   25361,     890,    4342,   14354,   18893,     985,   14586,    7449,   19975,   86438,   81535,    5323,   10225,   31800,    5048,   -1865,   -3540,     978,    3298,    1083,   12338,    7049,     779,   -6694,   15171,   28889,   30274,    2911,    1526,  100.0,   15.9,   21.2,   15.0,    1.4,    4.3,   16.9,   28.5,    9.5,    8.1,    3.7,   22.8,   92.5,   91.4,    7.5,    8.6,  100.0,   17.4,   19.3,   12.9,    1.7,    4.0,   18.9,   31.7,    9.3,    8.2,    4.5,   21.5,   92.1,   91.8,    7.9,    8.2,  100.0,    7.4,   31.6,   27.6,    1.0,    4.7,   15.6,   20.6,    1.1,   15.9,    8.1,   21.8,   94.2,   88.9,    5.8,   11.1,    431,     90,     92,     21,      4,     17,     48,     73,     58,     89,     72,     99,    338,    334,    424,     88,     90,     21,      4,     15,     48,     73,     54,     94,     59,     94,    326,    325,    179,     27,     59,     19,.,     13,     13,     13,      7,     22,     42,     38,    111,    148,    11.0,     8.3,    19.2,    15.4,     8.0,     7.3,    14.1,    13.0,    11.0,     9.2,    19.8,    16.6,     8.8,     8.0,    14.8,    14.0,    28.0,    21.0,    45.9,    33.7,    27.5,    18.6,    37.8,    26.8,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",171003,2017-10-03,001602,CBT ,00,001 ,  552053,   87597,  125692,   91378,    7264,   21563,   97306,  153781,   48438,   46462,   28308,  118182,  510926,  503228,   41126,   48825,  470088,   80132,   99154,   73753,    6820,   16845,   90100,  144694,   40616,   38306,   27822,   94443,  434194,  430393,   35894,   39694,   81965,    7465,   26538,   18069,     889,    4275,   13742,   15623,    1286,   13760,    6090,   18135,   76732,   72835,    5233,    9130,   18503,    9766,   11241,     376,    1600,    1670,    2847,   -5377,    4988,   -5854,   -2618,    6053,   19846,   17556,   -1342,     947,  100.0,   15.9,   22.8,   16.6,    1.3,    3.9,   17.6,   27.9,    8.8,    8.4,    5.1,   21.4,   92.6,   91.2,    7.4,    8.8,  100.0,   17.0,   21.1,   15.7,    1.5,    3.6,   19.2,   30.8,    8.6,    8.1,    5.9,   20.1,   92.4,   91.6,    7.6,    8.4,  100.0,    9.1,   32.4,   22.0,    1.1,    5.2,   16.8,   19.1,    1.6,   16.8,    7.4,   22.1,   93.6,   88.9,    6.4,   11.1,    440,     90,     96,     22,      4,     18,     49,     74,     63,     87,     78,    101,    345,    347,    433,     88,     94,     22,      4,     15,     48,     75,     59,     85,     72,     93,    333,    334,    185,     29,     62,     18,      4,     14,     15,     12,      8,     28,     37,     36,    112,    154,    11.0,     9.2,    18.9,    16.2,     8.4,     7.3,    15.1,    13.3,    11.4,     9.5,    19.5,    17.0,     9.6,     8.1,    16.7,    14.5,    30.1,    20.3,    44.2,    33.3,    25.9,    18.3,    34.4,    26.6,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",170926,2017-09-26,001602,CBT ,00,001 ,  533550,   77831,  114451,   91002,    5664,   19893,   94459,  159158,   43450,   52316,   30926,  112129,  491081,  485672,   42469,   47878,  462343,   70400,   90443,   76376,    4974,   16573,   86043,  152221,   38221,   44415,   28268,   92851,  424880,  423551,   37463,   38792,   71206,    7432,   24008,   15031,    1095,    2915,   12522,   11043,    1122,   12477,    7235,   14702,   66201,   62120,    5006,    9086,  -14717,    2362,    3152,    -510,     343,    -490,    3023,  -11846,    1790,   -7431,    1771,   -9801,  -11058,  -15082,   -3659,     365,  100.0,   14.6,   21.5,   17.1,    1.1,    3.7,   17.7,   29.8,    8.1,    9.8,    5.8,   21.0,   92.0,   91.0,    8.0,    9.0,  100.0,   15.2,   19.6,   16.5,    1.1,    3.6,   18.6,   32.9,    8.3,    9.6,    6.1,   20.1,   91.9,   91.6,    8.1,    8.4,  100.0,   10.4,   33.7,   21.1,    1.5,    4.1,   17.6,   15.5,    1.6,   17.5,   10.2,   20.6,   93.0,   87.2,    7.0,   12.8,    437,     90,     98,     22,      4,     16,     51,     72,     61,     83,     81,     94,    337,    342,    429,     89,     96,     22,      4,     13,     50,     74,     56,     81,     74,     87,    326,    328,    183,     29,     60,     17,      4,     13,     17,      9,      8,     28,     36,     35,    115,    145,    11.0,     9.3,    18.8,    16.5,     8.2,     8.1,    15.0,    14.2,    11.3,     9.2,    19.6,    16.7,     8.8,     8.5,    16.3,    15.3,    33.1,    23.6,    44.5,    33.9,    29.4,    18.6,    36.6,    26.2,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",170919,2017-09-19,001602,CBT ,00,001 ,  548266,   75469,  111300,   91512,    5321,   20384,   91436,  171004,   41660,   59747,   29155,  121930,  502139,  500754,   46128,   47513,  479269,   69515,   88402,   76860,    4601,   17135,   81396,  163931,   37820,   53693,   27023,  101580,  437999,  440491,   41271,   38778,   68997,    5954,   22898,   15058,    1125,    2843,   12953,    9986,     927,   11195,    7273,   15209,   64140,   60263,    4857,    8735,    -364,   -3892,   -2457,     224,   -1325,    1256,    6086,    1909,   -7050,    -853,    2555,    4303,      73,    -810,    -437,     446,  100.0,   13.8,   20.3,   16.7,    1.0,    3.7,   16.7,   31.2,    7.6,   10.9,    5.3,   22.2,   91.6,   91.3,    8.4,    8.7,  100.0,   14.5,   18.4,   16.0,    1.0,    3.6,   17.0,   34.2,    7.9,   11.2,    5.6,   21.2,   91.4,   91.9,    8.6,    8.1,  100.0,    8.6,   33.2,   21.8,    1.6,    4.1,   18.8,   14.5,    1.3,   16.2,   10.5,   22.0,   93.0,   87.3,    7.0,   12.7,    444,     95,     99,     21,      4,     16,     43,     80,     57,     83,     82,     96,    338,    346,    437,     95,     96,     21,      4,     13,     43,     80,     52,     83,     74,     88,    326,    332,    180,     29,     58,     17,      5,     12,     14,     12,      7,     22,     40,     35,    109,    146,    10.5,     9.0,    18.2,    16.3,     8.0,     7.9,    14.6,    14.2,    10.7,     9.4,    18.9,    16.8,     8.5,     8.4,    15.5,    15.3,    34.3,    24.5,    47.9,    35.2,    31.8,    19.4,    39.7,    26.9,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",170912,2017-09-12,001602,CBT ,00,001 ,  548631,   79362,  113757,   91288,    6646,   19128,   85350,  169095,   48710,   60600,   26600,  117628,  502066,  501564,   46565,   47067,  481102,   74021,   90356,   75918,    6156,   16127,   74891,  163166,   45221,   56983,   25865,   95666,  438826,  442557,   42276,   38544,   67529,    5341,   23401,   15771,     891,    2600,   13171,    8641,     777,   11077,    8195,   14501,   63239,   59007,    4290,    8522,    -248,   -2517,    2006,    -800,    -265,    -755,    -350,   -3175,     241,    1902,     539,    2378,      98,     970,    -346,   -1218,  100.0,   14.5,   20.7,   16.6,    1.2,    3.5,   15.6,   30.8,    8.9,   11.0,    4.8,   21.4,   91.5,   91.4,    8.5,    8.6,  100.0,   15.4,   18.8,   15.8,    1.3,    3.4,   15.6,   33.9,    9.4,   11.8,    5.4,   19.9,   91.2,   92.0,    8.8,    8.0,  100.0,    7.9,   34.7,   23.4,    1.3,    3.9,   19.5,   12.8,    1.2,   16.4,   12.1,   21.5,   93.6,   87.4,    6.4,   12.6,    440,     93,     99,     22,      4,     17,     48,     69,     57,     88,     78,    101,    346,    338,    432,     93,     97,     22,      4,     14,     46,     70,     53,     95,     64,     91,    334,    323,    183,     28,     58,     16,      5,     13,     11,     13,      7,     26,     42,     33,    111,    145,    10.0,     8.5,    17.8,    15.5,     8.0,     7.6,    14.6,    13.9,    10.2,     9.2,    18.2,    16.7,     8.2,     8.4,    15.1,    15.3,    33.9,    24.7,    48.8,    35.7,    31.8,    19.6,    40.9,    26.8,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",170905,2017-09-05,001602,CBT ,00,001 ,  548879,   81879,  111751,   92089,    6911,   19883,   85700,  172270,   48469,   58698,   26061,  115250,  501967,  500594,   46912,   48285,  483592,   76430,   89076,   78840,    6301,   16983,   75361,  167255,   44726,   54080,   25078,   94717,  441137,  444135,   42455,   39456,   65287,    5449,   22675,   13619,     980,    2530,   13601,    8277,     481,   11019,    7384,   14132,   60831,   56459,    4456,    8828,    1185,   -3487,  -14090,    -989,    1568,    2199,    2940,   11982,   -3516,     165,   -1849,    3372,     684,    -334,     502,    1519,  100.0,   14.9,   20.4,   16.8,    1.3,    3.6,   15.6,   31.4,    8.8,   10.7,    4.7,   21.0,   91.5,   91.2,    8.5,    8.8,  100.0,   15.8,   18.4,   16.3,    1.3,    3.5,   15.6,   34.6,    9.2,   11.2,    5.2,   19.6,   91.2,   91.8,    8.8,    8.2,  100.0,    8.3,   34.7,   20.9,    1.5,    3.9,   20.8,   12.7,    0.7,   16.9,   11.3,   21.6,   93.2,   86.5,    6.8,   13.5,    432,     91,     94,     21,      4,     16,     46,     72,     54,     89,     76,     97,    337,    329,    428,     91,     92,     21,      4,     13,     46,     72,     51,     87,     74,     89,    326,    320,    174,     27,     58,     16,      4,     10,     13,     10,      4,     23,     38,     31,    104,    134,    10.2,     8.4,    18.3,    15.2,     8.2,     7.5,    15.0,    13.6,    10.2,     9.0,    18.5,    16.5,     8.3,     8.2,    15.4,    14.9,    31.2,    24.9,    46.6,    36.1,    28.6,    19.4,    38.8,    27.0,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",170829,2017-08-29,001602,CBT ,00,001 ,  547694,   85366,  125840,   93078,    5343,   17683,   82760,  160289,   51985,   58533,   27910,  111878,  501284,  500928,   46410,   46765,  485729,   79008,  103308,   81899,    4644,   14531,   73206,  156284,   47885,   54213,   27472,   92595,  443337,  446719,   42392,   39010,   61964,    6358,   22532,   12114,    1634,    2217,   13160,    7611,     494,   11302,    7420,   12301,   57947,   54209,    4018,    7755, -102672,  -16097,  -23571,   -4162,   -1445,   -3970,    1248,   12026,  -17068,   -1972,   -8338,  -57861,  -99882, -100227,   -2790,   -2445,  100.0,   15.6,   23.0,   17.0,    1.0,    3.2,   15.1,   29.3,    9.5,   10.7,    5.1,   20.4,   91.5,   91.5,    8.5,    8.5,  100.0,   16.3,   21.3,   16.9,    1.0,    3.0,   15.1,   32.2,    9.9,   11.2,    5.7,   19.1,   91.3,   92.0,    8.7,    8.0,  100.0,   10.3,   36.4,   19.5,    2.6,    3.6,   21.2,   12.3,    0.8,   18.2,   12.0,   19.9,   93.5,   87.5,    6.5,   12.5,    447,    104,    102,     21,      4,     16,     41,     78,     58,     90,     77,    105,    350,    355,    443,    102,    100,     22,.,     15,     42,     77,     55,     95,     71,     96,    339,    345,    184,     31,     61,     16,      4,      9,     12,     11,      5,     22,     41,     32,    110,    140,    10.1,     7.9,    18.2,    14.5,     8.7,     7.1,    15.4,    12.9,    10.0,     8.3,    18.2,    15.5,     8.9,     7.8,    16.2,    13.9,    32.5,    26.5,    46.6,    36.7,    27.9,    20.3,    38.5,    26.7,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",170822,2017-08-22,001602,CBT ,00,001 ,  650366,  101463,  149411,   97240,    6788,   21653,   81512,  148263,   69053,   60506,   36249,  169739,  601166,  601156,   49199,   49210,  590627,   94099,  127541,   86295,    5522,   18879,   73345,  144948,   64695,   56650,   36487,  151256,  545219,  549328,   45408,   41300,   59738,    7364,   21870,   11370,    1691,    2349,   11931,    7078,     595,   11657,    7564,   10681,   55947,   51828,    3791,    7910,   53464,   19389,   -2085,    -821,    2227,   -2549,   -3799,   28714,    6197,    8652,   -2104,   23384,   50453,   53784,    3011,    -320,  100.0,   15.6,   23.0,   15.0,    1.0,    3.3,   12.5,   22.8,   10.6,    9.3,    5.6,   26.1,   92.4,   92.4,    7.6,    7.6,  100.0,   15.9,   21.6,   14.6,    0.9,    3.2,   12.4,   24.5,   11.0,    9.6,    6.2,   25.6,   92.3,   93.0,    7.7,    7.0,  100.0,   12.3,   36.6,   19.0,    2.8,    3.9,   20.0,   11.8,    1.0,   19.5,   12.7,   17.9,   93.7,   86.8,    6.3,   13.2,    466,    104,    105,     21,      5,     17,     41,     77,     60,    101,     75,    118,    368,    370,    461,    103,    103,     21,      5,     14,     43,     75,     59,    103,     73,    111,    359,    360,    179,     29,     60,     15,      4,      8,     11,     13,      6,     21,     43,     29,    105,    137,    11.0,     9.9,    19.2,    16.4,     8.1,     5.6,    13.7,    10.1,    11.6,    10.5,    19.8,    17.3,     8.1,     5.8,    14.1,    10.4,    31.6,    27.1,    47.3,    37.5,    27.3,    20.8,    39.4,    27.2,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",170815,2017-08-15,001602,CBT ,00,001 ,  596902,   82073,  151497,   98061,    4561,   24202,   85312,  119548,   62856,   51854,   38353,  146355,  550713,  547372,   46189,   49530,  545274,   74428,  131691,   90583,    4103,   21176,   78973,  115950,   59385,   45914,   39066,  131991,  502449,  503362,   42824,   41912,   51628,    7645,   19806,    8511,    1490,    1994,    9239,    6498,     571,   11681,    5028,    8623,   48264,   44011,    3364,    7618,   24074,   13115,    1757,    1836,     157,  -11269,   -5719,   14417,    3931,    4667,   -2820,   14571,   21132,   20745,    2942,    3330,  100.0,   13.7,   25.4,   16.4,    0.8,    4.1,   14.3,   20.0,   10.5,    8.7,    6.4,   24.5,   92.3,   91.7,    7.7,    8.3,  100.0,   13.6,   24.2,   16.6,    0.8,    3.9,   14.5,   21.3,   10.9,    8.4,    7.2,   24.2,   92.1,   92.3,    7.9,    7.7,  100.0,   14.8,   38.4,   16.5,    2.9,    3.9,   17.9,   12.6,    1.1,   22.6,    9.7,   16.7,   93.5,   85.2,    6.5,   14.8,    444,     98,    100,     21,      4,     18,     43,     70,     63,     93,     69,    115,    354,    361,    439,     97,     98,     21,      4,     16,     42,     71,     62,     95,     67,    111,    349,    351,    173,     26,     61,     12,      6,      7,     11,     11,      5,     28,     33,     32,     98,    137,    10.9,     9.2,    19.4,    16.2,     9.1,     6.1,    15.1,    11.0,    11.2,     9.5,    20.2,    16.4,     9.3,     6.1,    15.6,    11.1,    32.7,    28.8,    48.0,    37.0,    27.0,    20.5,    39.4,    26.6,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",170808,2017-08-08,001602,CBT ,00,001 ,  572828,   68958,  149740,   96225,    4404,   35471,   91031,  105132,   58925,   47187,   41173,  131783,  529581,  526628,   43246,   46200,  527017,   60681,  133250,   89003,    3845,   33762,   88552,  102241,   55208,   41483,   41493,  118521,  487209,  488319,   39808,   38698,   45810,    8277,   16490,    7582,     918,    1350,    5691,    6103,     505,   11233,    5208,    7734,   42373,   38309,    3438,    7502,    9294,    7303,   -6161,    7251,    -384,  -11461,   -6700,   19591,    5764,     684,   -3032,    6783,    9624,   11099,    -330,   -1806,  100.0,   12.0,   26.1,   16.8,    0.8,    6.2,   15.9,   18.4,   10.3,    8.2,    7.2,   23.0,   92.5,   91.9,    7.5,    8.1,  100.0,   11.5,   25.3,   16.9,    0.7,    6.4,   16.8,   19.4,   10.5,    7.9,    7.9,   22.5,   92.4,   92.7,    7.6,    7.3,  100.0,   18.1,   36.0,   16.6,    2.0,    2.9,   12.4,   13.3,    1.1,   24.5,   11.4,   16.9,   92.5,   83.6,    7.5,   16.4,    453,    101,    102,     20,      5,     19,     49,     68,     65,     98,     72,    125,    376,    366,    449,     99,    100,     20,      5,     18,     50,     66,     65,    100,     71,    120,    370,    358,    168,     26,     61,     11,      6,      7,     12,     10,      4,     27,     31,     26,     94,    130,    11.9,     8.4,    19.4,    15.1,     9.4,     6.4,    15.5,    11.0,    12.1,     8.5,    20.1,    15.4,     9.8,     6.3,    16.1,    11.2,    32.9,    28.7,    46.7,    38.8,    26.1,    20.2,    38.4,    28.3,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
"WHEAT-SRW - CHICAGO BOARD OF TRADE",170801,2017-08-01,001602,CBT ,00,001 ,  563534,   61656,  155901,   88975,    4788,   46932,   97730,   85540,   53161,   46503,   44205,  125001,  519957,  515528,   43577,   48006,  519649,   53519,  140289,   81877,    4122,   45385,   96409,   83521,   49309,   40820,   44293,  112467,  479787,  479386,   39862,   40263,   43885,    8137,   15612,    7303,     873,    1340,    4627,    5326,     546,   10524,    4753,    7692,   40171,   36142,    3715,    7743,   22238,    4769,   -5328,   -2324,   -2635,    6232,   -4144,   11516,    5529,    4094,   -2251,    6132,   20288,   19196,    1950,    3042,  100.0,   10.9,   27.7,   15.8,    0.8,    8.3,   17.3,   15.2,    9.4,    8.3,    7.8,   22.2,   92.3,   91.5,    7.7,    8.5,  100.0,   10.3,   27.0,   15.8,    0.8,    8.7,   18.6,   16.1,    9.5,    7.9,    8.5,   21.6,   92.3,   92.3,    7.7,    7.7,  100.0,   18.5,   35.6,   16.6,    2.0,    3.1,   10.5,   12.1,    1.2,   24.0,   10.8,   17.5,   91.5,   82.4,    8.5,   17.6,    433,     93,    100,     19,      6,     18,     55,     59,     63,     97,     66,    118,    365,    343,    429,     92,     98,     19,      6,     17,     58,     56,     63,     97,     66,    114,    360,    336,    160,     24,     59,     10,      7,      7,     11,      9,.,     26,     27,     21,     90,    118,    12.9,     8.5,    20.5,    15.3,     8.7,     5.9,    14.7,    10.7,    13.1,     8.8,    21.3,    15.8,     9.0,     5.9,    15.3,    10.9,    34.3,    29.1,    49.0,    40.7,    28.4,    21.6,    41.1,    30.1,"(CONTRACTS OF 5,000 BUSHELS)","001602","CBT ","001 ","A10","Combined"
